complaint, summary
"The consumer's 2002 Ford Explorer with sport bucket seats lacks headrests, leading to safety concerns regarding whiplash protection. Ford refuses to switch seats for ones with headrests.","Vehicle's sport bucket seats lack headrests, safety concerns regarding whiplash protection, Ford refuses to switch seats."
"Crunching sound heard by consumer while driving, diagnosed as front wheel bearing failure by dealer.","Crunching sound diagnosed as front wheel bearing failure."
"The consumer's 2002 Ford Explorer XLT experienced a malfunctioning liftgate in August 2004, leading to frustration with Ford's response and subsequent cracking of the upper liftgate.","Malfunctioning liftgate in August 2004, frustration with Ford's response, subsequent cracking of upper liftgate."
"Window may drop unexpectedly during vehicle operation, dealer refuses service as reported by consumer.","Window may drop unexpectedly during vehicle operation, dealer refuses service."
"The consumer's transmission failed in their 2002 Ford Explorer V-8 Eddie Bauer edition, just 2 weeks over the warranty period but with only 35,000 miles. Ford refuses to cover the repair despite proper maintenance.","Transmission failure in 2002 Ford Explorer V-8 Eddie Bauer edition, just over warranty period, Ford refuses to cover repair."
"The consumer's 2002 Explorer experienced a clicking sound from the front end while driving and turning. Ford inspected and replaced both the right and left front axles, but the issue recurred multiple times, posing a potential safety hazard.","Clicking sound from front end of 2002 Explorer, front axles replaced but issue recurred multiple times."
"ABS light was on in the consumer's vehicle, and the back axle was replaced. The ABS light occurred three times in total.","ABS light on, back axle replaced, occurred three times."
"The consumer reports transmission issues including delays engaging into reverse and rough shifting into forward gears, despite multiple tune-ups. Axle seals also continue to leak after being replaced several times.","Transmission issues including delays engaging into reverse and rough shifting, axle seals continue to leak despite replacements."
"Transmission failure due to overdrive band damage and hairline cracks in transmission casing reported by the consumer, with Ford engineers acknowledging similar issues in Explorer transmissions.","Transmission failure due to overdrive band damage and hairline cracks in casing, Ford engineers acknowledge similar issues."
"Consumer's well-maintained vehicle experienced engine rod failure at 59,000 miles, requiring a new engine at a cost of $4800. Consumer believes Ford should cover the cost.","Engine rod failure at 59,000 miles, requiring new engine, consumer believes Ford should cover cost."
"Driver's side airbag deployed inadvertently in the consumer's vehicle, following intermittent illumination of airbag light. No impact reported.","Driver's side airbag deployed inadvertently, intermittent airbag light illumination."
"Vehicle stalled at low speed of 5 mph or less while driving, dealer replaced fuse #41 under the hood but problem recurred multiple times.","Vehicle stalled at low speed, dealer replaced fuse but problem recurred."
"Consumer's vehicle experienced stalling, odd light flashing, and defective transmission, discovered while shifting into third gear. Transmission slipping out of gear reported.","Stalling, odd light flashing, defective transmission discovered while shifting into third gear."
"Consumer's liftgate exploded while their son attempted to close it, causing damage to the panel and glass. Ford dealership initially refused responsibility but later acknowledged a recall and offered assistance.","Liftgate explosion causing damage, Ford dealership initially refuses responsibility but later acknowledges recall and offers assistance."
"Vehicle went into four-wheel drive on its own, manufacturer informed consumer it was not covered under warranty.","Vehicle went into four-wheel drive on its own, not covered under warranty."
"Consumer reports transmission slipping and feeling like it's in neutral while shifting into third gear, dealership determined transmission replacement needed due to shaft sensor.","Transmission slipping into neutral, dealership recommends replacement."
"Front end collision involving consumer's vehicle at 20-25 mph, airbags failed to deploy, driver sustained minor injuries.","Front end collision, airbags failed to deploy, minor injuries sustained."
"Consumer's 2002 Explorer experiences rear end problem at 76,000 miles, despite already replacing window switch, window regulator, speed sensors, and emissions part.","Rear end problem at 76,000 miles, multiple previous replacements."
